10, 0.284295, 1.000000
20, 0.256599, 1.000000
50, 0.254686, 1.000000
100, 0.256327, 1.000000
200, 0.254563, 1.000000
500, 0.256009, 1.000000
1000, 0.256974, 1.000000
1500, 0.255809, 1.000000
2000, 0.256870, 1.000000
