10, 1.000000, 1.000000
20, 1.000000, 1.000000
50, 1.000000, 1.000000
100, 1.000000, 1.000000
200, 1.000000, 1.000000
500, 0.999985, 1.000000
1000, 0.999960, 0.962070
1500, 0.597960, 0.942151
2000, 0.403241, 0.926874
10000, 0.089096, 0.890864
